sent_id,item_id,verb,sentence_type,continuation_type,main_sentence,sentence,critical_token,critical_prob,logprob
28,7,know,nonIC,nonexp,Laura knows the manager who has supposedly received a huge raise,"Laura knows the manager who has supposedly received a huge raise, and", and,-1.3639483451843262,"[('Laura', -10.088369369506836), (' knows', -9.189046859741211), (' the', -2.6151223182678223), (' manager', -11.434083938598633), (' who', -4.33110237121582), (' has', -3.166328191757202), (' supposedly', -8.816278457641602), (' received', -5.959725379943848), (' a', -2.057690143585205), (' huge', -5.743228435516357), (' raise', -3.586036205291748), (',', -2.1323254108428955), (' and', -1.3639483451843262)]"
29,8,value,IC,exp,Zack valued the daughter who was usually willing to spot him a few dollars,"Zack valued the daughter who was usually willing to spot him a few dollars, because", because,-5.1655120849609375,"[('Z', -7.558170795440674), ('ack', -4.656562805175781), (' valued', -17.412017822265625), (' the', -1.794228196144104), (' daughter', -9.433223724365234), (' who', -3.2978882789611816), (' was', -2.010127305984497), (' usually', -8.046542167663574), (' willing', -5.846601486206055), (' to', -0.0534822978079319), (' spot', -10.086021423339844), (' him', -0.9182347059249878), (' a', -1.7900203466415405), (' few', -1.455257773399353), (' dollars', -1.9357326030731201), (',', -2.294393539428711), (' because', -5.1655120849609375)]"
30,8,recognize,nonIC,exp,Zack recognized the daughter who was usually willing to spot him a few dollars,"Zack recognized the daughter who was usually willing to spot him a few dollars, because", because,-6.071755886077881,"[('Z', -7.558170795440674), ('ack', -4.656562805175781), (' recognized', -14.10356616973877), (' the', -2.5723071098327637), (' daughter', -9.423389434814453), (' who', -4.597801208496094), (' was', -1.6714195013046265), (' usually', -7.849237442016602), (' willing', -7.551823616027832), (' to', -0.06782390922307968), (' spot', -9.357871055603027), (' him', -1.1446549892425537), (' a', -1.6095337867736816), (' few', -1.6819849014282227), (' dollars', -2.018374443054199), (',', -2.2350850105285645), (' because', -6.071755886077881)]"
31,8,value,IC,nonexp,Zack valued the daughter who was usually willing to spot him a few dollars,"Zack valued the daughter who was usually willing to spot him a few dollars, and", and,-1.9770386219024658,"[('Z', -7.558170795440674), ('ack', -4.656562805175781), (' valued', -17.412017822265625), (' the', -1.794228196144104), (' daughter', -9.433223724365234), (' who', -3.2978882789611816), (' was', -2.010127305984497), (' usually', -8.046542167663574), (' willing', -5.846601486206055), (' to', -0.0534822978079319), (' spot', -10.086021423339844), (' him', -0.9182347059249878), (' a', -1.7900203466415405), (' few', -1.455257773399353), (' dollars', -1.9357326030731201), (',', -2.294393539428711), (' and', -1.9770386219024658)]"
32,8,recognize,nonIC,nonexp,Zack recognized the daughter who was usually willing to spot him a few dollars,"Zack recognized the daughter who was usually willing to spot him a few dollars, and", and,-1.7957262992858887,"[('Z', -7.558170795440674), ('ack', -4.656562805175781), (' recognized', -14.10356616973877), (' the', -2.5723071098327637), (' daughter', -9.423389434814453), (' who', -4.597801208496094), (' was', -1.6714195013046265), (' usually', -7.849237442016602), (' willing', -7.551823616027832), (' to', -0.06782390922307968), (' spot', -9.357871055603027), (' him', -1.1446549892425537), (' a', -1.6095337867736816), (' few', -1.6819849014282227), (' dollars', -2.018374443054199), (',', -2.2350850105285645), (' and', -1.7957262992858887)]"
33,9,fear,IC,exp,Sarah fears the man who is often heard yelling and screaming,"Sarah fears the man who is often heard yelling and screaming, because", because,-5.752645492553711,"[('Sarah', -9.574936866760254), (' fears', -12.18649673461914), (' the', -2.6236863136291504), (' man', -5.585606575012207), (' who', -1.2779427766799927), (' is', -3.3160712718963623), (' often', -8.620719909667969), (' heard', -5.093235969543457), (' yelling', -3.4264373779296875), (' and', -3.1197705268859863), (' screaming', -2.4002482891082764), (',', -4.148530960083008), (' because', -5.752645492553711)]"
34,9,jog,nonIC,exp,Sarah jogs with the man who is often heard yelling and screaming,"Sarah jogs with the man who is often heard yelling and screaming, because", because,-6.031801223754883,"[('Sarah', -9.574936866760254), (' j', -8.557194709777832), ('ogs', -9.839353561401367), (' with', -3.4499032497406006), (' the', -2.536593437194824), (' man', -6.1975555419921875), (' who', -1.8981153964996338), (' is', -3.2180275917053223), (' often', -6.333995819091797), (' heard', -6.2568159103393555), (' yelling', -3.028930187225342), (' and', -4.729286193847656), (' screaming', -1.9800846576690674), (',', -3.2345194816589355), (' because', -6.031801223754883)]"
35,9,fear,IC,nonexp,Sarah fears the man who is often heard yelling and screaming,"Sarah fears the man who is often heard yelling and screaming, and", and,-2.118093490600586,"[('Sarah', -9.574936866760254), (' fears', -12.18649673461914), (' the', -2.6236863136291504), (' man', -5.585606575012207), (' who', -1.2779427766799927), (' is', -3.3160712718963623), (' often', -8.620719909667969), (' heard', -5.093235969543457), (' yelling', -3.4264373779296875), (' and', -3.1197705268859863), (' screaming', -2.4002482891082764), (',', -4.148530960083008), (' and', -2.118093490600586)]"
36,9,jog,nonIC,nonexp,Sarah jogs with the man who is often heard yelling and screaming,"Sarah jogs with the man who is often heard yelling and screaming, and", and,-2.702101469039917,"[('Sarah', -9.574936866760254), (' j', -8.557194709777832), ('ogs', -9.839353561401367), (' with', -3.4499032497406006), (' the', -2.536593437194824), (' man', -6.1975555419921875), (' who', -1.8981153964996338), (' is', -3.2180275917053223), (' often', -6.333995819091797), (' heard', -6.2568159103393555), (' yelling', -3.028930187225342), (' and', -4.729286193847656), (' screaming', -1.9800846576690674), (',', -3.2345194816589355), (' and', -2.702101469039917)]"
37,10,notice,IC,exp,Adam noticed the representative who was always wearing safety goggles,"Adam noticed the representative who was always wearing safety goggles, because", because,-5.353408336639404,"[('Adam', -9.721344947814941), (' noticed', -11.356047630310059), (' the', -2.320864677429199), (' representative', -11.409806251525879), (' who', -4.91378116607666), (' was', -1.2225029468536377), (' always', -6.717604637145996), (' wearing', -4.872410774230957), (' safety', -10.030827522277832), (' goggles', -1.5519859790802002), (',', -2.517855167388916), (' because', -5.353408336639404)]"
38,10,resemble,nonIC,exp,Adam resembled the representative who was always wearing safety goggles,"Adam resembled the representative who was always wearing safety goggles, because", because,-4.218313217163086,"[('Adam', -9.721344947814941), (' resembled', -16.303611755371094), (' the', -1.9406744241714478), (' representative', -10.55413818359375), (' who', -4.695700645446777), (' was', -2.299149513244629), (' always', -5.716587066650391), (' wearing', -6.240204811096191), (' safety', -9.724210739135742), (' goggles', -1.664158582687378), (',', -2.114898920059204), (' because', -4.218313217163086)]"
39,10,notice,IC,nonexp,Adam noticed the representative who was always wearing safety goggles,"Adam noticed the representative who was always wearing safety goggles, and", and,-1.8624082803726196,"[('Adam', -9.721344947814941), (' noticed', -11.356047630310059), (' the', -2.320864677429199), (' representative', -11.409806251525879), (' who', -4.91378116607666), (' was', -1.2225029468536377), (' always', -6.717604637145996), (' wearing', -4.872410774230957), (' safety', -10.030827522277832), (' goggles', -1.5519859790802002), (',', -2.517855167388916), (' and', -1.8624082803726196)]"
40,10,resemble,nonIC,nonexp,Adam resembled the representative who was always wearing safety goggles,"Adam resembled the representative who was always wearing safety goggles, and", and,-2.078143358230591,"[('Adam', -9.721344947814941), (' resembled', -16.303611755371094), (' the', -1.9406744241714478), (' representative', -10.55413818359375), (' who', -4.695700645446777), (' was', -2.299149513244629), (' always', -5.716587066650391), (' wearing', -6.240204811096191), (' safety', -9.724210739135742), (' goggles', -1.664158582687378), (',', -2.114898920059204), (' and', -2.078143358230591)]"
41,11,praise,IC,exp,Tina praised the gardeners who have recently installed a solar powered sprinkler,"Tina praised the gardeners who have recently installed a solar powered sprinkler, because", because,-6.7524614334106445,"[('T', -5.981538772583008), ('ina', -5.512895584106445), (' praised', -13.234419822692871), (' the', -2.319321632385254), (' garden', -8.71573257446289), ('ers', -1.2226414680480957), (' who', -1.9272314310073853), (' have', -2.406846046447754), (' recently', -5.815842628479004), (' installed', -5.700074672698975), (' a', -1.2175573110580444), (' solar', -6.4403839111328125), (' powered', -2.569756031036377), (' sprink', -5.277760982513428), ('ler', -0.026515120640397072), (',', -5.146007537841797), (' because', -6.7524614334106445)]"
42,11,meet,nonIC,exp,Tina met the gardeners who have recently installed a solar powered sprinkler,"Tina met the gardeners who have recently installed a solar powered sprinkler, because", because,-7.284814834594727,"[('T', -5.981538772583008), ('ina', -5.512895584106445), (' met', -9.886963844299316), (' the', -3.1738533973693848), (' garden', -10.635761260986328), ('ers', -1.1155980825424194), (' who', -2.9624462127685547), (' have', -3.0014288425445557), (' recently', -5.635448932647705), (' installed', -4.544376373291016), (' a', -0.9432678818702698), (' solar', -4.815730571746826), (' powered', -2.5533032417297363), (' sprink', -5.168186664581299), ('ler', -0.025197559967637062), (',', -5.766262531280518), (' because', -7.284814834594727)]"
43,11,praise,IC,nonexp,Tina praised the gardeners who have recently installed a solar powered sprinkler,"Tina praised the gardeners who have recently installed a solar powered sprinkler, and", and,-2.4193105697631836,"[('T', -5.981538772583008), ('ina', -5.512895584106445), (' praised', -13.234419822692871), (' the', -2.319321632385254), (' garden', -8.71573257446289), ('ers', -1.2226414680480957), (' who', -1.9272314310073853), (' have', -2.406846046447754), (' recently', -5.815842628479004), (' installed', -5.700074672698975), (' a', -1.2175573110580444), (' solar', -6.4403839111328125), (' powered', -2.569756031036377), (' sprink', -5.277760982513428), ('ler', -0.026515120640397072), (',', -5.146007537841797), (' and', -2.4193105697631836)]"
44,11,meet,nonIC,nonexp,Tina met the gardeners who have recently installed a solar powered sprinkler,"Tina met the gardeners who have recently installed a solar powered sprinkler, and", and,-1.9893920421600342,"[('T', -5.981538772583008), ('ina', -5.512895584106445), (' met', -9.886963844299316), (' the', -3.1738533973693848), (' garden', -10.635761260986328), ('ers', -1.1155980825424194), (' who', -2.9624462127685547), (' have', -3.0014288425445557), (' recently', -5.635448932647705), (' installed', -4.544376373291016), (' a', -0.9432678818702698), (' solar', -4.815730571746826), (' powered', -2.5533032417297363), (' sprink', -5.168186664581299), ('ler', -0.025197559967637062), (',', -5.766262531280518), (' and', -1.9893920421600342)]"
45,12,hate,IC,exp,Justin hates the cousins who are forever telling the same tasteless jokes,"Justin hates the cousins who are forever telling the same tasteless jokes, because", because,-5.604291915893555,"[('Justin', -10.04301929473877), (' hates', -12.08909797668457), (' the', -2.456019878387451), (' cousins', -11.908416748046875), (' who', -3.4025354385375977), (' are', -2.081143856048584), (' forever', -6.577544212341309), (' telling', -4.538137435913086), (' the', -4.281898021697998), (' same', -2.3462753295898438), (' taste', -8.882852554321289), ('less', -0.007160003297030926), (' jokes', -0.2814466953277588), (',', -1.7398722171783447), (' because', -5.604291915893555)]"
46,12,carpool,nonIC,exp,Justin carpools with the cousins who are forever telling the same tasteless jokes,"Justin carpools with the cousins who are forever telling the same tasteless jokes, because", because,-5.109986782073975,"[('Justin', -10.04301929473877), (' carp', -14.801459312438965), ('ools', -9.655052185058594), (' with', -1.100721836090088), (' the', -3.2977848052978516), (' cousins', -7.956300735473633), (' who', -4.597195625305176), (' are', -2.389700174331665), (' forever', -8.24242115020752), (' telling', -4.894942760467529), (' the', -4.504750728607178), (' same', -2.251081705093384), (' taste', -10.116556167602539), ('less', -0.026887118816375732), (' jokes', -0.5074950456619263), (',', -2.2941763401031494), (' because', -5.109986782073975)]"
47,12,hate,IC,nonexp,Justin hates the cousins who are forever telling the same tasteless jokes,"Justin hates the cousins who are forever telling the same tasteless jokes, and", and,-1.2709943056106567,"[('Justin', -10.04301929473877), (' hates', -12.08909797668457), (' the', -2.456019878387451), (' cousins', -11.908416748046875), (' who', -3.4025354385375977), (' are', -2.081143856048584), (' forever', -6.577544212341309), (' telling', -4.538137435913086), (' the', -4.281898021697998), (' same', -2.3462753295898438), (' taste', -8.882852554321289), ('less', -0.007160003297030926), (' jokes', -0.2814466953277588), (',', -1.7398722171783447), (' and', -1.2709943056106567)]"
48,12,carpool,nonIC,nonexp,Justin carpools with the cousins who are forever telling the same tasteless jokes,"Justin carpools with the cousins who are forever telling the same tasteless jokes, and", and,-1.5758509635925293,"[('Justin', -10.04301929473877), (' carp', -14.801459312438965), ('ools', -9.655052185058594), (' with', -1.100721836090088), (' the', -3.2977848052978516), (' cousins', -7.956300735473633), (' who', -4.597195625305176), (' are', -2.389700174331665), (' forever', -8.24242115020752), (' telling', -4.894942760467529), (' the', -4.504750728607178), (' same', -2.251081705093384), (' taste', -10.116556167602539), ('less', -0.026887118816375732), (' jokes', -0.5074950456619263), (',', -2.2941763401031494), (' and', -1.5758509635925293)]"
